排名,排名变化,全名_中文,全名_英文,年龄,出生地_中文,出生地_英文,性别,照片,公司名称_中文,公司名称_英文,公司总部地_中文,公司总部地_英文,所在行业_中文,所在行业_英文,组织结构,财富值_人民币_亿,财富值变化,财富值_美元,年份
796,-67,赵曰岭,Zhao Yueling,69,中国-山东,China-Shandong,先生,https://res.hurun.cn/default/icon_men.jpg,金岭,Jinlin ,中国-山东-东营,China-Shandong-Dongying,化工,Chemicals,家族,93.0,16%,1440.0,2021-10-27
799,-302,谢可滔,Xie Ketao,57,,,先生,https://res.hurun.cn/default/icon_men.jpg,中教控股,China education,中国-香港,China-Hong Kong,教育,Education,未知,92.0,-20%,1430.0,2021-10-27
799,-302,于果,Yu Guo,59,,,先生,https://res.hurun.cn/photo/000565_Yu_Guo.jpg,中教控股,China education,中国-香港,China-Hong Kong,教育,Education,未知,92.0,-20%,1430.0,2021-10-27
801,1060,孙任靖,Sun Renjing,57,,,先生,https://res.hurun.cn/default/icon_men.jpg,三孚,Sunfar Silicon,中国-河北-唐山,China-Hebei-Tangshan,化工,Chemical,未知,91.0,225%,1410.0,2021-10-27
802,-208,艾路明,Ai Luming,64,中国-湖北-武汉,China -Hubei-Wuhan,先生,https://res.hurun.cn/default/icon_men.jpg,武汉当代科技,Wuhan Dangdai,中国-湖北-武汉,China-Hubei-Wuhan,医药、房地产、教育、投资,"Pharmaceuticals, real estate, education, travel, investment",未知,90.0,-10%,1400.0,2021-10-27
802,150,车冯升,Che Fengsheng,59,中国-山东,China-Shandong,先生,https://res.hurun.cn/default/icon_men.jpg,四环医药,Sihuan Pharm,中国-北京,China-Beijing,医药,Pharmaceuticals,未知,90.0,50%,1400.0,2021-10-27
802,New,陈得福,Chen Tei-Fu,73,中国-台湾-嘉义,China-Taiwan-Jiayi,先生,https://res.hurun.cn/default/icon_men.jpg,仙妮雷德,Sunrider,美国-洛杉矶,United States-Los Angeles,医疗保健,Healthcare,家族,90.0,New,1400.0,2021-10-27
802,-242,陈奇星,Chen Qixing,62,,,先生,https://res.hurun.cn/default/icon_men.jpg,长盈精密,Changying ,中国-广东-深圳,China-Guangdong-Shenzhen,电子元件,Electronic Components,未知,90.0,-14%,1400.0,2021-10-27
802,226,陈士斌,Chen Shibin,55,中国-江苏-连云港,China-Jiangsu-Lianyun Port,先生,https://res.hurun.cn/default/icon_men.jpg,石英股份,Pacific Quartz,中国-江苏-连云港,China-Jiangsu-Lianyun Port,石英制品,Quartz products,夫妇,90.0,64%,1400.0,2021-10-27
802,-464,程先锋,Cheng Xianfeng,53,,,先生,https://res.hurun.cn/default/icon_men.jpg,亿帆鑫富,Yifan Xinfu Pharmaceutical,中国-浙江-杭州,China-Zhejiang-Hangzhou,医药,Pharmaceuticals,未知,90.0,-44%,1400.0,2021-10-27
802,New,董清波,Dong Qingbo,58,,,先生,https://res.hurun.cn/default/icon_men.jpg,信义,Xinyi Glass,中国-香港,China-Hong Kong,玻璃,Glass ,夫妇,90.0,New,1400.0,2021-10-27
802,286,冯晨晖,Feng Chenhui,55,,,先生,https://res.hurun.cn/default/icon_men.jpg,卓胜微,Guide Electrics,中国-江苏-无锡,China-Jiangsu-Wuxi,电子器件制造,Electronic,未知,90.0,70%,1400.0,2021-10-27
802,-506,郭建刚,Guo Jiangang,55,中国-广东-佛山,China-Guangdong-Foshan,先生,https://res.hurun.cn/default/icon_men.jpg,新宝电器,Donlim Kitchen ,中国-广东-佛山,China-Guangdong-Foshan,小家电,Household Appliances,家族,90.0,-50%,1400.0,2021-10-27
802,-443,郭梓文,Guo Ziwen,57,中国-广东-广州,China-Guangdong-Guangzhou,先生,https://res.hurun.cn/default/icon_men.jpg,奥园,Aoyuan,中国-广东-广州,China-Guangdong-Guangzhou,房地产,Real Estate,夫妇,90.0,-40%,1400.0,2021-10-27
802,226,韩涛,Han Tao,61,,,先生,https://res.hurun.cn/default/icon_men.jpg,金安国际,Goldenmax,中国-上海-松江,China-Shanghai-Songjiang,电子材料,Electronic materials,未知,90.0,64%,1400.0,2021-10-27
802,New,何祖训,He Zuxun,56,中国-云南-曲靖,China-Yunnan-Qujing,先生,https://res.hurun.cn/default/icon_men.jpg,神农集团,Shennong Agricultural Industry Group,中国-云南-昆明,China-Yunnan-Kunming,畜牧,Pig farming,未知,90.0,New,1400.0,2021-10-27
802,17,黄炳文,Huang Bingwen,67,,,先生,https://res.hurun.cn/default/icon_men.jpg,东风印刷,Dongfeng Printing,中国-广东-汕头,China-Guangdong-Shantou,印刷,Printing,家族,90.0,27%,1400.0,2021-10-27
802,425,黄金祥,Huang Jinxiang,56,中国-安徽-宣城,China-Anhui-Xuancheng,先生,https://res.hurun.cn/default/icon_men.jpg,安徽广信,Anhui Guangxin,中国-安徽-宣城,China-Anhui-Xuancheng,农药化肥、房地产,"Fertilizer, real estate",夫妇,90.0,100%,1400.0,2021-10-27
802,New,黄卫斌,Huang Weibin,54,,,先生,https://res.hurun.cn/default/icon_men.jpg,火星人,Marssenger Kitchenware,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,集成灶,Home appliances ,未知,90.0,New,1400.0,2021-10-27
802,275,黄旭,Huang Xu,54,,,先生,https://res.hurun.cn/default/icon_men.jpg,瑞芯微,Rockchip Electronics,中国-福建-福州,China-Fujian-Fuzhou,集成电路,Integrated circuit,未知,90.0,67%,1400.0,2021-10-27
802,New,金立国,Jin Liguo,48,中国-辽宁-葫芦岛,China-Liaoning-Hulu Island,先生,https://res.hurun.cn/default/icon_men.jpg,怡合达,Yiheda,中国-广东-东莞,China-Guangdong-Dongguan,自动化设备,Industrial Equipments,未知,90.0,New,1400.0,2021-10-27
802,-279,柯桂华,Ke Guihua,56,,,先生,https://res.hurun.cn/default/icon_men.jpg,科博达,Keboda,中国-上海-浦东,China-Shanghai-Pudong,汽车电子产品,Automotive electronics,未知,90.0,-18%,1400.0,2021-10-27
802,-242,柯希平,Ke Xiping,61,中国-福建-泉州,China-Fujian-Quanzhou,先生,https://res.hurun.cn/photo/000405_Ke_Xiping.jpg,恒兴实业,Hengxing,中国-福建-厦门,China-Fujian-Xiamen,投资、地产,"Investment, real estate",未知,90.0,-14%,1400.0,2021-10-27
802,New,李民,Li Min,50,,,先生,https://res.hurun.cn/default/icon_men.jpg,海优新材,Hiuv,中国-上海,China-Shanghai,高分子薄膜,Manufacturing,夫妇,90.0,New,1400.0,2021-10-27
802,New,李义升,Li Yisheng,50,,,先生,https://res.hurun.cn/default/icon_men.jpg,金辰股份,Jinchen Machinery,中国-辽宁-营口,China-Liaoning-Yingkou,智能装备,Intelligent equipment,夫妇,90.0,New,1400.0,2021-10-27
802,286,梁美珍,Liang Meizhen,47,,,先生,https://res.hurun.cn/default/icon_men.jpg,捷佳伟创,S.C,中国-广东-深圳,China-Guangdong-Shenzhen,半导体设备,Semiconductor Equipment,家族,90.0,70%,1400.0,2021-10-27
802,-336,林伟,Lin Wei,48,,,先生,https://res.hurun.cn/default/icon_men.jpg,旭辉,CIFI,中国-上海-闵行,China-Shanghai-Yihang,房地产,Real estate,家族,90.0,-25%,1400.0,2021-10-27
802,-506,林志军,Li Zhijun,46,中国-福建,China-Fujian,先生,https://res.hurun.cn/default/icon_men.jpg,大博医疗,Double Medical Technology Inc,中国-福建-厦门,China-Fujian-Xiamen,医疗器械,Medical devices ,未知,90.0,-50%,1400.0,2021-10-27
802,-181,刘伟,Liu Wei,56,中国-广东-梅州,China-Guangdong-Meizhou,先生,https://res.hurun.cn/default/icon_men.jpg,佳都科技,PCI-Suntek,中国-广东-广州,China-Guangdong-Guangzhou,软件和信息技术,Software and IT Services,未知,90.0,-7%,1400.0,2021-10-27
802,-414,卢竑岩,Lu Hongyan,44,,,先生,https://res.hurun.cn/default/icon_men.jpg,吉比特,G-bits,中国-福建-厦门,China-Fujian-Xiamen,网络技术,Network Technology,未知,90.0,-36%,1400.0,2021-10-27
802,-242,罗玉平,Luo Yuping,55,中国-四川,China - Sichuan,先生,https://res.hurun.cn/default/icon_men.jpg,中天城投,Zhongtian,中国-贵州-贵阳,China-Guizhou-Guiyang,房地产、金融,Real estate,家族,90.0,-14%,1400.0,2021-10-27
802,-305,牛宜顺,Niu Yishun,66,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.cn/default/icon_men.jpg,华勤,Hixih ,中国-山东-济宁,China-Shandong-Jining,轮胎、输送带、电力,"Tires, conveyor belts, electricity",父子,90.0,-22%,1400.0,2021-10-27
802,-477,潘苏通,Pan Sutong,58,中国-广东,China-Guangdong,先生,https://res.hurun.cn/default/icon_men.jpg,高银,Goldin,中国-香港,China-Hong Kong,房地产、金融,Real Estate,未知,90.0,-45%,1400.0,2021-10-27
802,-177,戚金兴,Qi Jinxing,59,中国-浙江,China-Zhejiang,先生,https://res.hurun.cn/photo/000602_Qi_Jinxing.jpg,滨江,Binjiang ,中国-浙江-杭州,China-Zhejiang-Hangzhou,房地产,Real estate,父子,90.0,-5%,1400.0,2021-10-27
802,New,任晋生,Ren Jinsheng,59,中国-江苏-南京,China-Jiangsu-Nanjing,先生,https://res.hurun.cn/default/icon_men.jpg,先声药业,Simcere,中国-江苏-南京,China-Jiangsu-Nanjing,生物医药,Pharmacy,家族,90.0,New,1400.0,2021-10-27
802,25,石克荣,Shi Kerong,64,中国-河北-廊坊,China-Hebei-Langfang,先生,https://res.hurun.cn/default/icon_men.jpg,汇福,Hopefull,中国-河北-廊坊,China-Hebei-Langfang,食品,Food,未知,90.0,29%,1400.0,2021-10-27
802,-242,万隆,Wan Long,81,中国-河南-漯河,China-Henan-Yuhe,先生,https://res.hurun.cn/photo/000463_Wan_Long.jpg,双汇,Shuanghui,中国-河南-郑州,China-Henan-Zhengzhou,食品加工,Food processing,夫妇,90.0,-14%,1400.0,2021-10-27
802,115,王富济,Wang Fuji,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,片仔癀,Pientzehuang Pharmaceutical,中国-福建-漳州,China-Fujian-Zhangzhou,医药,Pharmaceuticals,未知,90.0,41%,1400.0,2021-10-27
802,-426,王力展,Wang Lizhan,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,海天味业,Haitian,中国-广东-佛山,China-Guangdong-Foshan,调味品,Food Flavorings,未知,90.0,-38%,1400.0,2021-10-27
802,New,王文潮,Wilfred Wang,70,中国-台湾-台北,China-Taiwan-Taipei,先生,https://res.hurun.cn/default/icon_men.jpg,台塑,Formosa Plastics,中国-台湾-高雄,China-Taiwan-Kaoxiong,化工,Chemicals,家族,90.0,New,1400.0,2021-10-27
802,New,王文杉,Duncan Wen-Shan Wang,51,中国-台湾-台中,China-Taiwan-Taichung,先生,https://res.hurun.cn/default/icon_men.jpg,联合报业,United Daily News,中国-台湾-台北,China-Taiwan-Taipei,媒体,Media,家族,90.0,New,1400.0,2021-10-27
802,-443,温鹏程,Wen Pengcheng,59,中国-广东-云浮,China-Guangdong-Yunfu,先生,https://res.hurun.cn/default/icon_men.jpg,温氏食品,Wens Foodstuff,中国-广东-云浮,China-Guangdong-Yunfu,家禽养殖畜牧,Animal Husbandry,家族,90.0,-40%,1400.0,2021-10-27
802,New,吴东进,Eugene Wu,76,中国-台湾-台北,China-Taiwan-Taipei,先生,https://res.hurun.cn/default/icon_men.jpg,新光,Shin Kong,中国-台湾-台北,China-Taiwan-Taipei,金融、医院,"Financial Services, Hospital",家族,90.0,New,1400.0,2021-10-27
802,-208,熊少明,Xiong Shaoming,50,,,先生,https://res.hurun.cn/default/icon_men.jpg,思摩尔,Smoore,中国-广东-深圳,China-Guangdong-Shenzhen,电子烟,Consumer Electronics,未知,90.0,-10%,1400.0,2021-10-27
802,-73,徐明星,Xu Mingxing,36,,,先生,https://res.hurun.cn/default/icon_men.jpg,欧科云链,OKEx,中国-北京,China-Beijing,区块链,Blockchain,未知,90.0,13%,1400.0,2021-10-27
802,New,许昆泰,Hsu Kun-Tai,65,中国-台湾,China-Taiwan,先生,https://res.hurun.cn/default/icon_men.jpg,蓝天,Clevo,中国-台湾-台北,China-Taiwan-Taipei,消费电子产品,Consumer Electronics,家族,90.0,New,1400.0,2021-10-27
802,-121,薛敏,Xue Min,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,联影医疗,United Imaging,中国-上海-嘉定,China-Shanghai-Jiading,医疗设备,Medical equipment,未知,90.0,3%,1400.0,2021-10-27
802,-73,杨廷栋,Yang Tingdong,61,中国-江苏-淮安,China -Jiangsu - Huai’an,先生,https://res.hurun.cn/photo/000714_Yang_Tingdong.jpg,洋河,Yanghe,中国-江苏-宿迁,China-Jiangsu-Cebu,白酒,Liquor,未知,90.0,13%,1400.0,2021-10-27
802,-181,张思民,Zhang Simin,59,中国-吉林-长春,China-Jilin-Changchun,先生,https://res.hurun.cn/default/icon_men.jpg,海王,Neptunus,中国-广东-深圳,China-Guangdong-Shenzhen,医药、房地产,Pharmaceuticals,夫妇,90.0,-7%,1400.0,2021-10-27
802,-73,张天瑜,Zhang Tianyu,54,,,先生,https://res.hurun.cn/default/icon_men.jpg,广和通,Fibocom,中国-广东-深圳,China-Guangdong-Shenzhen,通信设备,Communications Equipment,未知,90.0,13%,1400.0,2021-10-27
802,-73,张雨柏,Zhang Yubo,57,,,先生,https://res.hurun.cn/default/icon_men.jpg,洋河,Yanghe,中国-江苏-宿迁,China-Jiangsu-Cebu,白酒,Liquor,未知,90.0,13%,1400.0,2021-10-27
802,-145,周国辉,Zhou Guohui,56,中国-广东-梅州,China-Guangdong-Meizhou,先生,https://res.hurun.cn/default/icon_men.jpg,怡亚通,Eternal Asia,中国-广东-深圳,China-Guangdong-Shenzhen,供应链,Logistics,未知,90.0,0%,1400.0,2021-10-27
802,New,卓志哲,Cho Jyh-jer,未知,中国-台湾-鹿港,China-Taiwan-Deer Port,先生,https://res.hurun.cn/default/icon_men.jpg,联发科技,Media Tek,中国-台湾-新竹,China-Taiwan-Hsinchu,半导体,Semiconductors,未知,90.0,New,1400.0,2021-10-27
851,-77,徐勇,Xu Yong,57,中国-河南,China-Henan,先生,https://res.hurun.cn/default/icon_men.jpg,百度,Baidu,中国-北京,China-Beijing,网络信息服务,Internet Information Services,未知,89.0,19%,1380.0,2021-10-27
852,-401,兰春,Lan Chun,55,,,先生,https://res.hurun.cn/default/icon_men.jpg,新英才,New Talent,中国-北京,China-Beijing,教育、生物医药、房地产、投资,"Education, Biotech, Real Estate, Investments",夫妇,88.0,-30%,1370.0,2021-10-27
852,-78,孟庆山,Meng Qingshan,73,中国-河北,China-Hebei,先生,https://res.hurun.cn/default/icon_men.jpg,梅花,Meihua,中国-河北-廊坊,China-Hebei-Langfang,食用调味品,Edible Condiment,家族,88.0,17%,1370.0,2021-10-27
852,153,唐壮,Tang Zhuang,48,,,先生,https://res.hurun.cn/default/icon_men.jpg,卓胜微,Guide Electrics,中国-江苏-无锡,China-Jiangsu-Wuxi,电子器件制造,Electronic,未知,88.0,54%,1370.0,2021-10-27
852,New,叶国一,Yeh Kuo-I,80,中国-台湾,China-Taiwan,先生,https://res.hurun.cn/default/icon_men.jpg,英业达,Inventec,中国-台湾-台北,China-Taiwan-Taipei,电脑产品,Consumer Electronics,家族,88.0,New,1370.0,2021-10-27
852,-292,赵美光,Zhao Meiguang,59,中国-吉林-吉林,China-Gilling-Jilin,先生,https://res.hurun.cn/default/icon_men.jpg,赤峰黄金,Jilong,中国-内蒙古-赤峰,China-Inner Mongolia-Chifeng,金矿,Gold Mining,夫妇,88.0,-16%,1370.0,2021-10-27
857,New,戴立忠,Dai Lizhong,53,中国-北京,China -Beijing,先生,https://res.hurun.cn/default/icon_men.jpg,圣湘生物,Sansure,中国-湖南-长沙,China-Hunan-Changsha,医药制造业,Pharmaceuticals,未知,87.0,New,1350.0,2021-10-27
857,87,黄善兵,Huang Shanbing,65,,,先生,https://res.hurun.cn/default/icon_men.jpg,捷捷微电,JieJie Microelectronics,中国-江苏-南通,China-Jiangsu-Nantong,半导体器件,Semiconductor device,家族,87.0,43%,1350.0,2021-10-27
857,-97,黄文彪,Huang Wenbiao,54,,,先生,https://res.hurun.cn/default/icon_men.jpg,海天味业,Haitian,中国-广东-佛山,China-Guangdong-Foshan,调味品,Food Flavorings,未知,87.0,12%,1350.0,2021-10-27
857,-406,夏曙东,Xia Shudong,49,中国-湖北-黄冈,China -Hubei - Huanggang,先生,https://res.hurun.cn/default/icon_men.jpg,千方科技,TransInfo,中国-北京,China-Beijing,智能交通,Intelligent Transportation Software,未知,87.0,-30%,1350.0,2021-10-27
861,-301,方展城,Fang Zhancheng,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,海天味业,Haitian,中国-广东-佛山,China-Guangdong-Foshan,调味品,Food Flavorings,未知,86.0,-18%,1340.0,2021-10-27
861,-177,盛百椒,Sheng Baijiao,69,中国-上海,China-Shanghai,先生,https://res.hurun.cn/default/icon_men.jpg,百丽,Belle ,中国-广东-深圳,China-Guangdong-Shenzhen,鞋业,Shoes ,未知,86.0,0%,1340.0,2021-10-27
861,New,王文洋,Winston Wong,70,中国-台湾-新北,China-Taiwan-New North,先生,https://res.hurun.cn/default/icon_men.jpg,宏仁,Grace THW Group,中国-广东-广州,China-Guangdong-Guangzhou,化学原料,Chemicals,父女,86.0,New,1340.0,2021-10-27
864,-177,陈生强,Chen Shengqiang,45,,,先生,https://res.hurun.cn/default/icon_men.jpg,京东数科,JD Digits,中国-北京,China-Beijing,数字科技,Digits Technology,未知,85.0,0%,1320.0,2021-10-27
864,1439,陈秀峰,Chen Xiufeng,55,,,先生,https://res.hurun.cn/default/icon_men.jpg,星源材质,Senior Material,中国-广东-深圳,China-Guangdong-Shenzhen,特种化工,Specialty Chemicals,未知,85.0,325%,1320.0,2021-10-27
864,-239,范敏华,Fan Minhua,60,,,先生,https://res.hurun.cn/default/icon_men.jpg,普利制药,Poly Pharm,中国-海南-海口,China-Hainan-Haikou,医药,Pharmaceuticals,夫妇,85.0,-11%,1320.0,2021-10-27
864,-177,方玉友,Fang Yuyou,52,中国-浙江-温州,China-Zhejiang-Wenzhou,先生,https://res.hurun.cn/default/icon_men.jpg,珀莱雅,Proya Cosmetics,中国-浙江-杭州,China-Zhejiang-Hangzhou,化妆品,Common products,未知,85.0,0%,1320.0,2021-10-27
864,New,高宇,Gao Yu,51,,,先生,https://res.hurun.cn/default/icon_men.jpg,明源云,Ming Yuan Cloud,中国-广东-深圳,China-Guangdong-Shenzhen,房地产软件服务,Application Software,未知,85.0,New,1320.0,2021-10-27
864,New,辜侯天仪,Koo Hou Tien-I,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,台泥,Koos Group,中国-台湾-台北,China-Taiwan-Taipei,水泥,Manufacturing,家族,85.0,New,1320.0,2021-10-27
864,New,顾晓庆,Gu Xiaoqing,未知,,,先生,https://res.hurun.cn/default/icon_men.jpg,Shein,Shein,中国-江苏-南京,China-Jiangsu-Nanjing,零售,E-commerce,未知,85.0,New,1320.0,2021-10-27
864,-270,黄俊康,Huang Junkang,66,中国-香港,China-Hong Kong,先生,https://res.hurun.cn/default/icon_men.jpg,莱蒙国际,Topspring,中国-香港,China-Hong Kong,房地产,Real estate,家族,85.0,-15%,1320.0,2021-10-27
864,-239,黄曦,Huang Xi,未知,中国-浙江-杭州,China-Zhejiang-Hangzhou,先生,https://res.hurun.cn/default/icon_men.jpg,福信,Goodfirst ,中国-福建-厦门,China-Fujian-Xiamen,金融、房地产,"Finance, real estate ",家族,85.0,-11%,1320.0,2021-10-27
864,-367,黄小芬,Huang Xiaofen,58,中国-广东-深圳,China-Guangdong-Shenzhen,女士,https://res.hurun.cn/default/icon_women.jpg,景旺电子,Kinwong,中国-广东-深圳,China-Guangdong-Shenzhen,印刷电路板,Printed Circuit Board,未知,85.0,-26%,1320.0,2021-10-27
864,363,黄泽兰,Huang Zelan,66,中国-江西-赣州,China-Jiangxi-Zhangzhou,先生,https://res.hurun.cn/default/icon_men.jpg,章源钨业,Zhangyuan Tungsten,中国-江西-赣州,China-Jiangxi-Zhangzhou,钨矿,Tungsten mining,夫妇,85.0,89%,1320.0,2021-10-27
864,New,黄子欣,Allan Wong,72,,,先生,https://res.hurun.cn/default/icon_men.jpg,伟易达,VTECH,中国-香港,China-Hong Kong,消费品,Consumer Goods,未知,85.0,New,1320.0,2021-10-27
864,New,吉学文,Ji Xuewen,59,中国-吉林-长春,China-Jilin-Changchun,先生,https://res.hurun.cn/default/icon_men.jpg,德方纳米,Dynanonic,中国-广东-深圳,China-Guangdong-Shenzhen,特种化工,Specialty Chemicals,未知,85.0,New,1320.0,2021-10-27
864,-398,姜雪飞,Jiang Xuefei,52,中国-辽宁-大连,China-Liaoning-Dalian,先生,https://res.hurun.cn/default/icon_men.jpg,崇达科技,Suntak,中国-广东-深圳,China-Guangdong-Shenzhen,印刷电路板,Electronic Components,夫妇,85.0,-29%,1320.0,2021-10-27
864,-304,姜银台,Jiang Yintai,71,,,先生,https://res.hurun.cn/default/icon_men.jpg,岱美股份,Daimay,中国-上海-浦东,China-Shanghai-Pudong,汽车内饰,Automotive Interior,家族,85.0,-19%,1320.0,2021-10-27
864,-450,柯金龙,Ke Jinlong,51,中国-广东-茂名,China-Guangdong-Maoming,先生,https://res.hurun.cn/default/icon_men.jpg,大参林,Dashenlin,中国-广东-广州,China-Guangdong-Guangzhou,医药,Pharmaceuticals,夫妇,85.0,-35%,1320.0,2021-10-27
864,-341,柯康保,Ke Kangbao,58,中国-广东-茂名,China-Guangdong-Maoming,先生,https://res.hurun.cn/default/icon_men.jpg,大参林,Dashenlin,中国-广东-广州,China-Guangdong-Guangzhou,医药,Pharmaceuticals,家族,85.0,-23%,1320.0,2021-10-27
864,-450,柯云峰,Ke Yunfeng,54,中国-广东-湛江,China-Guangdong-Zhanjiang,先生,https://res.hurun.cn/default/icon_men.jpg,大参林,Dashenlin,中国-广东-广州,China-Guangdong-Guangzhou,医药,Pharmaceuticals,夫妇,85.0,-35%,1320.0,2021-10-27
864,164,李立新,Li Lixin,54,中国-浙江,China-Zhejiang,先生,https://res.hurun.cn/default/icon_men.jpg,利时,Lishi ,中国-浙江-宁波,China-Zhejiang-Ningbo,塑胶产品、商业连锁、投资,"Plastic products, commercial chains, investments ",未知,85.0,55%,1320.0,2021-10-27
864,-177,李晓林,Li Xiaolin,68,中国-北京,China-Beijing,先生,https://res.hurun.cn/default/icon_men.jpg,林达,Linda,中国-北京,China-Beijing,房地产、投资,"Real Estate, Investments",未知,85.0,0%,1320.0,2021-10-27
